Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 4172/2020;Dispõe sobre a criação de um novo contrato de trabalho em plataformas digitais de transporte individual privado ou de entrega de mercadorias;;"Henrique Fontana;Enio Verri;Maria do Rosário;Professora Rosa Neide;Pedro Uczai;José Airton Félix Cirilo;João Daniel;Erika Kokay;Helder Salomão;Célio Moura;Patrus Ananias;Alencar Santana;Rogério Correia;Zé Carlos;Vicentinho;Beto Faro;Valmir Assunção;Rejane Dias;Benedita da Silva;Paulo Pimenta;José Guimarães;Padre João;Marcon;Vander Loubet;Paulo Guedes;Joseildo Ramos;José Ricardo;Margarida Salomão;Nilto Tatto;Paulo Teixeira;Airton Faleiro;Waldenor Pereira;Afonso Florence;Frei Anastacio Ribeiro;Leonardo Monteiro;Paulão;Gleisi Hoffmann;Jorge Solla;Reginaldo Lopes;Luizianne Lins";"RS;PR;RS;MT;SC;CE;SE;DF;ES;TO;MG;SP;MG;MA;SP;PA;BA;PI;RJ;RS;CE;MG;RS;MS;MG;BA;AM;MG;SP;SP;PA;BA;BA;PB;MG;AL;PR;BA;MG;CE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-08-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259942;PL
PL 4113/2020;"Introduz normas de caráter transitório aplicáveis a parcerias celebradas pela administração pública, durante o período de calamidade pública de que trata o Decreto Legislativo nº 6, de 20 de março de 2020, e dá outras providências.

NOVA EMENTA: Institui normas de caráter transitório aplicáveis a parcerias celebradas pela administração pública, durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e dá outras providências.";;"Afonso Florence;Enio Verri;Maria do Rosário;Professora Rosa Neide;Pedro Uczai;José Airton Félix Cirilo;João Daniel;Erika Kokay;Alexandre Padilha;Helder Salomão;Célio Moura;Patrus Ananias;Alencar Santana;Rogério Correia;Zé Carlos;Vicentinho;Beto Faro;Valmir Assunção;Rejane Dias;Benedita da Silva;Paulo Pimenta;José Guimarães;Padre João;Marcon;Vander Loubet;Paulo Guedes;Joseildo Ramos;José Ricardo;Margarida Salomão;Nilto Tatto;Paulo Teixeira;Professora Marcivania;Airton Faleiro;Waldenor Pereira;Frei Anastacio Ribeiro;Leonardo Monteiro;Paulão;Túlio Gadêlha;Carlos Veras;Gleisi Hoffmann;Jorge Solla;Reginaldo Lopes;Perpétua Almeida;Lídice da Mata;Renildo Calheiros;Márcio Jerry;Luizianne Lins;Bohn Gass;Edmilson Rodrigues;Alice Portugal;Daniel Almeida;Odair Cunha;Professor Israel Batista;Marília Arraes";"BA;PR;RS;MT;SC;CE;SE;DF;SP;ES;TO;MG;SP;MG;MA;SP;PA;BA;PI;RJ;RS;CE;MG;RS;MS;MG;BA;AM;MG;SP;SP;AP;PA;BA;PB;MG;AL;PE;PE;PR;BA;MG;AC;BA;PE;MA;CE;RS;PA;BA;BA;MG;DF;PE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PCdoB;PT;PT;PT;PT;PT;PDT;PT;PT;PT;PT;PCdoB;PSB;PCdoB;PCdoB;PT;PT;PSOL;PCdoB;PCdoB;PT;PV;PT";2020-08-06;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259697;PL
PL 4086/2020;Altera a Lei n. 10.836, de 9 de janeiro de 2004, que cria o Programa Bolsa Família, e a Lei n. 8.742, de 7 de dezembro de 1993, que dispõe sobre a organização da Assistência Social, e dá outras providências, para ampliar as condições de superação da vulnerabilidade econômica (Mais Bolsa Família).;;"Enio Verri;Erika Kokay;João Daniel;Maria do Rosário;José Guimarães;Jorge Solla;Marília Arraes;Valmir Assunção;Carlos Veras;José Ricardo;Leonardo Monteiro;Pedro Uczai;Célio Moura;Joseildo Ramos;Marcon;Paulo Guedes;Beto Faro;Professora Rosa Neide;Nilto Tatto;Merlong Solano;Natália Bonavides;Bohn Gass;Patrus Ananias;Alencar Santana;Rubens Otoni;Margarida Salomão;Paulão;Zé Neto;Vicentinho;Paulo Teixeira;Padre João;Rogério Correia;Waldenor Pereira;Gleisi Hoffmann;Reginaldo Lopes;Henrique Fontana;Benedita da Silva;Alexandre Padilha;Frei Anastacio Ribeiro;Rejane Dias;Luizianne Lins;Rui Falcão;Afonso Florence;Zeca Dirceu;Vander Loubet;Helder Salomão;Carlos Zarattini;Airton Faleiro;Paulo Pimenta;Zé Carlos;Arlindo Chinaglia;José Airton Félix Cirilo;Odair Cunha";"PR;DF;SE;RS;CE;BA;PE;BA;PE;AM;MG;SC;TO;BA;RS;MG;PA;MT;SP;RN;RS;MG;SP;GO;MG;AL;BA;SP;SP;MG;MG;BA;PR;MG;RS;RJ;SP;PB;PI;CE;SP;BA;PR;MS;ES;SP;PA;RS;MA;SP;CE;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-08-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259412;PL
PL 4041/2020;Altera as Leis nº 9.504, de 30 de setembro de 1997 (Lei das Eleições) e nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos), com o fim de promover candidaturas étnico raciais e assegurar recursos e tempo de rádio e televisão em proporções equivalentes.;;"Benedita da Silva;Airton Faleiro;João Daniel;Beto Faro;Waldenor Pereira;Célio Moura;Enio Verri;Alencar Santana;Paulão;Valmir Assunção;Professora Rosa Neide;Luizianne Lins;Vicentinho;Helder Salomão;José Guimarães;Patrus Ananias;Erika Kokay;Marcon;Carlos Veras;Rubens Otoni;Marília Arraes;José Ricardo;Paulo Teixeira;Rui Falcão;Leonardo Monteiro;Padre João;Afonso Florence;Nilto Tatto;Maria do Rosário;Vander Loubet;Paulo Pimenta;Alexandre Padilha;Joseildo Ramos;José Airton Félix Cirilo";"RJ;PA;SE;PA;BA;TO;PR;SP;AL;BA;MT;CE;SP;ES;CE;MG;DF;RS;PE;GO;PE;AM;SP;SP;MG;MG;BA;SP;RS;MS;RS;SP;BA;CE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-08-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259201;PL
PL 3936/2020;Dispõe sobre ações emergenciais destinadas ao setor do transporte coletivo escolar e de turismo a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6 de 20 de março de 2020. ;;"Helder Salomão;Paulo Teixeira;Enio Verri;Valmir Assunção;Erika Kokay;Waldenor Pereira;Airton Faleiro;Maria do Rosário;Frei Anastacio Ribeiro;Patrus Ananias;Professora Rosa Neide;Alexandre Padilha";"ES;SP;PR;BA;DF;BA;PA;RS;PB;MG;MT;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-27;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258622;PL
PL 3917/2020;Acrescenta artigo ao texto da Lei nº 9.478, de 6 de agosto de 1997, que ‘dispõe sobre a política energética nacional, as atividades relativas ao monopólio do petróleo, institui o Conselho Nacional de Política Energética e a Agência Nacional do Petróleo e dá outras providências’, para tipificar o crime de criação irregular de empresas subsidiárias, objetivando fraudar decisão judicial ou descumprir determinação constitucional.;;"Enio Verri;Alencar Santana;José Ricardo;Pedro Uczai;Paulo Teixeira;Vicentinho;Patrus Ananias;Airton Faleiro;João Daniel;Célio Moura;Helder Salomão;Marcon;Paulo Guedes;Professora Rosa Neide;Nilto Tatto;Paulão;Margarida Salomão;Zé Neto;Zé Carlos;Merlong Solano;Valmir Assunção;José Guimarães;Luizianne Lins;Marília Arraes;Benedita da Silva;Joseildo Ramos;Alexandre Padilha;Beto Faro;Afonso Florence;Jorge Solla;Frei Anastacio Ribeiro;Vander Loubet;Rogério Correia;Waldenor Pereira;Maria do Rosário;Paulo Pimenta;Rui Falcão;Padre João;Leonardo Monteiro;Gleisi Hoffmann";"PR;SP;AM;SC;SP;SP;MG;PA;SE;TO;ES;RS;MG;MT;SP;AL;MG;BA;MA;PI;BA;CE;CE;PE;RJ;BA;SP;PA;BA;BA;PB;MS;MG;BA;RS;RS;SP;MG;MG;PR";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-23;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258561;PL
PL 3890/2020;Institui o Estatuto da Vítima.;;"Rui Falcão;Rosana Valle;Enio Verri;Airton Faleiro;João Daniel;Beto Faro;Professora Rosa Neide;Leonardo Monteiro;Waldenor Pereira;Frei Anastacio Ribeiro;Paulo Teixeira;Gleisi Hoffmann;Célio Moura;Rogério Correia;Maria do Rosário;Nilto Tatto;Vander Loubet;Patrus Ananias;José Guimarães;Erika Kokay;Valmir Assunção;Jorge Solla;Afonso Florence;Padre João;Carlos Veras;Rejane Dias;Reginaldo Lopes;Rubens Otoni;Pedro Uczai;Zé Carlos;José Ricardo;Joseildo Ramos;Alencar Santana;Luizianne Lins";"SP;SP;PR;PA;SE;PA;MT;MG;BA;PB;SP;PR;TO;MG;RS;SP;MS;MG;CE;DF;BA;BA;BA;MG;PE;PI;MG;GO;SC;MA;AM;BA;SP;CE";"PT;PSB;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-21;Aguardando Constituição de Comissão Temporária ;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258347;PL
PL 3866/2020;Dispõe sobre a manutenção da validade das cláusulas sociais das convenções coletivas e acordos coletivos e individuais de trabalho, dos profissionais dos serviços públicos e privados das atividades essenciais, enquanto durar a pandemia do novo coronavírus reconhecida pela Lei 13.979 de 2020.;;"Vicentinho;Marcon;Carlos Veras;João Daniel;Paulo Teixeira;Leonardo Monteiro;Pedro Uczai;Valmir Assunção;Patrus Ananias;Nilto Tatto;Beto Faro;Célio Moura;José Guimarães;Afonso Florence;Maria do Rosário;Margarida Salomão;Jorge Solla;Paulão;Gleisi Hoffmann;Vander Loubet;Paulo Pimenta;Benedita da Silva;José Ricardo;Rogério Correia;Alencar Santana;Joseildo Ramos;Luizianne Lins;Professora Rosa Neide;Frei Anastacio Ribeiro;Helder Salomão;Zé Carlos;Waldenor Pereira;Alexandre Padilha;Rejane Dias;Reginaldo Lopes;Odair Cunha;Paulo Guedes;Airton Faleiro;Padre João;Zeca Dirceu;Rui Falcão;Merlong Solano;Enio Verri;Erika Kokay;Marília Arraes;Arlindo Chinaglia;Henrique Fontana;Rubens Otoni;Natália Bonavides;Bohn Gass;José Airton Félix Cirilo;Zé Neto;Carlos Zarattini";"SP;RS;PE;SE;SP;MG;SC;BA;MG;SP;PA;TO;CE;BA;RS;MG;BA;AL;PR;MS;RS;RJ;AM;MG;SP;BA;CE;MT;PB;ES;MA;BA;SP;PI;MG;MG;MG;PA;MG;PR;SP;PR;DF;PE;SP;RS;GO;RN;RS;CE;BA;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-20;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257969;PL
PL 3854/2020;Veda a recontagem de prazo de carência de planos e seguros privados de saúde cujos contratos tenham sido encerrados  durante o período da vigência da emergência sanitária decorrente da pandemia do COVID-19.;;"Helder Salomão;Maria do Rosário;João Daniel;Patrus Ananias;José Ricardo;Marília Arraes;Paulo Teixeira;Marcon;José Guimarães;Valmir Assunção;Nilto Tatto;Célio Moura;Enio Verri;Paulo Pimenta;Joseildo Ramos;Airton Faleiro;Beto Faro;Pedro Uczai;Vander Loubet;Jorge Solla;Rogério Correia;Benedita da Silva;Rubens Otoni;Professora Rosa Neide;Waldenor Pereira;Frei Anastacio Ribeiro;Alexandre Padilha;Afonso Florence;Paulão;Carlos Veras;Gleisi Hoffmann;Luizianne Lins;Erika Kokay";"ES;RS;SE;MG;AM;PE;SP;RS;CE;BA;SP;TO;PR;RS;BA;PA;PA;SC;MS;BA;MG;RJ;GO;MT;BA;PB;SP;BA;AL;PE;PR;CE;DF";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-17;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257942;PL
PL 3752/2020;Institui o Sistema Nacional de Informações relativas a Covid-19.;;"Célio Moura;Enio Verri;Beto Faro;João Daniel;Marília Arraes;Pedro Uczai;Carlos Veras;Bohn Gass;Luizianne Lins;Valmir Assunção;Afonso Florence;Nilto Tatto;Jorge Solla;Patrus Ananias;Alexandre Padilha;José Ricardo;Airton Faleiro;Rogério Correia;José Guimarães;Marcon;Vicentinho;Maria do Rosário;Zé Carlos;Erika Kokay;Frei Anastacio Ribeiro;Rubens Otoni;Paulão;Padre João;Zeca Dirceu;Leonardo Monteiro;Waldenor Pereira;Helder Salomão;Professora Rosa Neide;Henrique Fontana;Merlong Solano;Arlindo Chinaglia;Margarida Salomão;Rui Falcão;Paulo Teixeira;Benedita da Silva;Paulo Guedes;Vander Loubet";"TO;PR;PA;SE;PE;SC;PE;RS;CE;BA;BA;SP;BA;MG;SP;AM;PA;MG;CE;RS;SP;RS;MA;DF;PB;GO;AL;MG;PR;MG;BA;ES;MT;RS;PI;SP;MG;SP;SP;RJ;MG;MS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-13;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257473;PL
PL 3699/2020;Acrescenta o § 14o ao art. 2o da Lei nº 13.982, de 2 de abril de 2020, e o inciso XV ao art. 5o da Lei nº 9.998, de 17 de agosto de 2000, para dispor sobre a distribuição gratuita de equipamentos de informática destinados ao uso educacional para alunos das escolas das redes públicas de ensino federal, estadual, distrital, municipal ou das escolas sem fins lucrativos de atendimento a pessoas com deficiência, durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19).     ;;"Zé Neto;Enio Verri;Frei Anastacio Ribeiro;Alencar Santana;José Ricardo;Patrus Ananias;Afonso Florence;José Guimarães;Luizianne Lins;Paulo Teixeira;Carlos Veras;Beto Faro;João Daniel;Marília Arraes;Vander Loubet;Célio Moura;Rui Falcão;Pedro Uczai;Padre João;Nilto Tatto;Paulão;Rogério Correia;Marcon;Leonardo Monteiro;Valmir Assunção;Joseildo Ramos;Paulo Pimenta;Margarida Salomão;Erika Kokay;Airton Faleiro;Professora Rosa Neide;José Airton Félix Cirilo;Zeca Dirceu;Reginaldo Lopes;Rubens Otoni;Waldenor Pereira;Vicentinho;Henrique Fontana;Zé Carlos;Gleisi Hoffmann;Benedita da Silva;Paulo Guedes;Odair Cunha;Helder Salomão;Alexandre Padilha;Carlos Zarattini;Bohn Gass;Jorge Solla;Rejane Dias;Natália Bonavides";"BA;PR;PB;SP;AM;MG;BA;CE;CE;SP;PE;PA;SE;PE;MS;TO;SP;SC;MG;SP;AL;MG;RS;MG;BA;BA;RS;MG;DF;PA;MT;CE;PR;MG;GO;BA;SP;RS;MA;PR;RJ;MG;MG;ES;SP;SP;RS;BA;PI;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257014;PL
PL 3554/2020;Dispõe sobre o acesso à Equipamentos Individuais de Proteção por trabalhadores vinculados às empresas que contratam serviços aplicativos virtuais.;;"Rubens Otoni;Erika Kokay;José Guimarães;Helder Salomão;Paulo Teixeira;Assis Carvalho;Patrus Ananias;Frei Anastacio Ribeiro;Alexandre Padilha;Beto Faro;Vander Loubet;Maria do Rosário;Enio Verri;Valmir Assunção;Paulão;Marcon;Zeca Dirceu;Célio Moura;Reginaldo Lopes;Pedro Uczai;Jorge Solla;Marília Arraes;Henrique Fontana;Benedita da Silva;Luizianne Lins;Afonso Florence;Paulo Guedes;Padre João;João Daniel;Vicentinho;José Ricardo;Rogério Correia;Professora Rosa Neide;Paulo Pimenta;Nilto Tatto;Airton Faleiro;Rui Falcão;Zé Carlos;Rejane Dias;Odair Cunha";"GO;DF;CE;ES;SP;MG;PB;SP;PA;MS;RS;PR;BA;AL;RS;PR;TO;MG;SC;BA;PE;RS;RJ;CE;BA;MG;MG;SE;SP;AM;MG;MT;RS;SP;PA;SP;MA;PI;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-30;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256415;PL
PL 3538/2020;Dispõe sobre o afastamento remunerado dos trabalhadores vinculados às empresas que contratam serviços aplicativos virtuais.;;"Rubens Otoni;José Guimarães;Patrus Ananias;Helder Salomão;Paulo Teixeira;Assis Carvalho;Frei Anastacio Ribeiro;Alexandre Padilha;Beto Faro;Maria do Rosário;Enio Verri;Valmir Assunção;Vander Loubet;Paulão;Marcon;Zeca Dirceu;Célio Moura;Reginaldo Lopes;Pedro Uczai;Henrique Fontana;Professora Rosa Neide;Jorge Solla;Marília Arraes;Benedita da Silva;Luizianne Lins;Afonso Florence;Paulo Guedes;Padre João;João Daniel;Vicentinho;José Airton Félix Cirilo;Erika Kokay;José Ricardo;Rogério Correia;Paulo Pimenta;Nilto Tatto;Airton Faleiro;Rui Falcão;Zé Carlos;Rejane Dias;Odair Cunha";"GO;CE;MG;ES;SP;PB;SP;PA;RS;PR;BA;MS;AL;RS;PR;TO;MG;SC;RS;MT;BA;PE;RJ;CE;BA;MG;MG;SE;SP;CE;DF;AM;MG;RS;SP;PA;SP;MA;PI;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256360;PL
PL 3516/2020;Institui obrigatoriedade de contratação de seguro de vida e automotiva por empresas que contratam serviços desta natureza por aplicativo.;;"Rubens Otoni;Erika Kokay;José Guimarães;Helder Salomão;Paulo Teixeira;Patrus Ananias;Assis Carvalho;Afonso Florence;Frei Anastacio Ribeiro;Alexandre Padilha;Beto Faro;Vander Loubet;Maria do Rosário;Enio Verri;Valmir Assunção;Paulão;Marcon;Zeca Dirceu;Reginaldo Lopes;Célio Moura;Pedro Uczai;Jorge Solla;Marília Arraes;Henrique Fontana;Benedita da Silva;Luizianne Lins;Paulo Guedes;João Daniel;Padre João;Vicentinho;José Airton Félix Cirilo;José Ricardo;Rogério Correia;Paulo Pimenta;Nilto Tatto;Airton Faleiro;Rui Falcão;Zé Carlos;Rejane Dias;Odair Cunha";"GO;DF;CE;ES;SP;MG;BA;PB;SP;PA;MS;RS;PR;BA;AL;RS;PR;MG;TO;SC;BA;PE;RS;RJ;CE;MG;SE;MG;SP;CE;AM;MG;RS;SP;PA;SP;MA;PI;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-26;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256334;PL
PL 3515/2020;Institui regras para o desligamento de trabalhadores vinculados às empresas que contratam serviços aplicativos virtuais.;;"Rubens Otoni;Maria do Rosário;Alencar Santana;Patrus Ananias;José Guimarães;Beto Faro;Rogério Correia;Paulo Teixeira;Nilto Tatto;Marcon;Erika Kokay;Professora Rosa Neide;Vander Loubet;Valmir Assunção;José Ricardo;Joseildo Ramos;Helder Salomão;Paulo Pimenta;Assis Carvalho;Arlindo Chinaglia;Bohn Gass;Afonso Florence;Frei Anastacio Ribeiro;Gleisi Hoffmann;Padre João;Alexandre Padilha;Pedro Uczai;Enio Verri;Paulão;Zeca Dirceu;Reginaldo Lopes;Célio Moura;Jorge Solla;Marília Arraes;Henrique Fontana;Benedita da Silva;Luizianne Lins;Paulo Guedes;João Daniel;José Airton Félix Cirilo;Vicentinho;Leonardo Monteiro;Airton Faleiro;Rui Falcão;Zé Carlos;Rejane Dias;Odair Cunha";"GO;RS;SP;MG;CE;PA;MG;SP;SP;RS;DF;MT;MS;BA;AM;BA;ES;RS;SP;RS;BA;PB;PR;MG;SP;SC;PR;AL;PR;MG;TO;BA;PE;RS;RJ;CE;MG;SE;CE;SP;MG;PA;SP;MA;PI;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-26;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256333;PL
PL 3464/2020;Dispõe sobre os requisitos a serem  observados para a indicação, pelo Governo  brasileiro, de cidadãos brasileiros, natos ou  naturalizados, para a ocupação de cargos de  direção em organismos multilaterais de que o  Brasil faça parte.;;"Carlos Zarattini;Enio Verri;Maria do Rosário;Carlos Veras;Marília Arraes;João Daniel;Patrus Ananias;Margarida Salomão;Beto Faro;Professora Rosa Neide;Valmir Assunção;Rogério Correia;Marcon;Afonso Florence;Arlindo Chinaglia;José Ricardo;Helder Salomão;Vicentinho;Joseildo Ramos;Airton Faleiro;Pedro Uczai;Erika Kokay;Frei Anastacio Ribeiro;Vander Loubet;Célio Moura;Alexandre Padilha;Waldenor Pereira;Paulão;Padre João;José Guimarães;Odair Cunha;Paulo Teixeira;Zé Carlos;Benedita da Silva;Luizianne Lins;Leonardo Monteiro;Henrique Fontana;Rubens Otoni;Zeca Dirceu;Zé Neto;Rui Falcão;Paulo Pimenta;Assis Carvalho;Rejane Dias;Gleisi Hoffmann;Reginaldo Lopes;Alencar Santana;José Airton Félix Cirilo;Nilto Tatto;Paulo Guedes;Jorge Solla";"SP;PR;RS;PE;PE;SE;MG;MG;PA;MT;BA;MG;RS;BA;SP;AM;ES;SP;BA;PA;SC;DF;PB;MS;TO;SP;BA;AL;MG;CE;MG;SP;MA;RJ;CE;MG;RS;GO;PR;BA;SP;RS;PI;PI;PR;MG;SP;CE;SP;MG;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-23;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255926;PL
PL 3438/2020;Dispõe sobre a indução de Ações Afirmativas na Pós-Graduação e dá outras providências.;;"Enio Verri;Maria do Rosário;Carlos Veras;Patrus Ananias;João Daniel;Margarida Salomão;Beto Faro;Professora Rosa Neide;Valmir Assunção;Marília Arraes;Rogério Correia;Marcon;Vicentinho;Arlindo Chinaglia;Afonso Florence;José Ricardo;Helder Salomão;Célio Moura;Joseildo Ramos;Airton Faleiro;Pedro Uczai;Erika Kokay;Frei Anastacio Ribeiro;Vander Loubet;Rejane Dias;Alexandre Padilha;Waldenor Pereira;Paulão;Padre João;José Guimarães;Odair Cunha;Zé Carlos;Paulo Teixeira;Benedita da Silva;Luizianne Lins;Henrique Fontana;Leonardo Monteiro;Nilto Tatto;Rubens Otoni;Zeca Dirceu;Zé Neto;Rui Falcão;Paulo Pimenta;Gleisi Hoffmann;Assis Carvalho;Reginaldo Lopes;Alencar Santana;José Airton Félix Cirilo;Paulo Guedes";"PR;RS;PE;MG;SE;MG;PA;MT;BA;PE;MG;RS;SP;SP;BA;AM;ES;TO;BA;PA;SC;DF;PB;MS;PI;SP;BA;AL;MG;CE;MG;MA;SP;RJ;CE;RS;MG;SP;GO;PR;BA;SP;RS;PR;PI;MG;SP;CE;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255792;PL
